RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,TrialNr,Stimuli,Session,Error
1,19,8149,79,64,0,2,4,1,s,pre,1
2,21,8421,78,64,0,2,4,1,s,pre,1
3,23,8697,79,64,0,2,4,1,s,pre,1
4,25,9022,76,64,0,2,4,1,s,pre,1
5,27,9260,72,64,0,2,4,1,s,pre,1
6,28,9272,67,64,0,2,4,1,s,pre,1
7,30,9575,67,64,0,2,4,1,s,pre,1
8,32,9864,67,64,0,2,4,1,s,pre,1
9,35,10429,79,64,0,2,4,1,s,pre,1
10,37,10734,78,64,0,2,4,1,s,pre,1
11,39,10945,79,64,0,2,4,1,s,pre,1
12,41,11208,76,64,0,2,4,1,s,pre,1
13,43,11513,72,64,0,2,4,1,s,pre,1
14,45,11780,76,64,0,2,4,1,s,pre,1
15,47,12006,79,64,0,2,4,1,s,pre,1
16,49,12388,84,64,0,2,4,1,s,pre,1
17,51,12576,83,64,0,2,4,1,s,pre,1
18,52,12598,81,64,0,2,4,1,s,pre,1
19,54,12860,81,64,0,2,4,1,s,pre,1
20,56,13111,81,64,0,2,4,1,s,pre,1
21,59,13696,83,64,0,2,4,1,s,pre,1
22,61,13944,81,64,0,2,4,1,s,pre,1
23,63,14342,84,64,0,2,4,1,s,pre,1
24,65,14537,81,64,0,2,4,1,s,pre,1
25,67,14783,78,64,0,2,4,1,s,pre,1
26,68,14827,79,64,0,2,4,1,s,pre,1
27,70,15274,79,64,0,2,4,1,s,pre,1
28,72,16190,79,64,0,2,4,1,s,pre,1
29,74,16701,77,64,0,2,4,1,s,pre,1
30,76,16981,77,64,0,2,4,1,s,pre,1
31,78,17245,76,64,0,2,4,1,s,pre,1
32,80,17533,76,64,0,2,4,1,s,pre,1
33,82,18104,74,64,0,2,4,1,s,pre,1
34,84,19122,79,64,0,2,4,1,s,pre,1
35,86,19662,77,64,0,2,4,1,s,pre,1
36,88,20030,76,64,0,2,4,1,s,pre,1
37,90,20305,76,64,0,2,4,1,s,pre,1
38,92,20580,76,64,0,2,4,1,s,pre,1
39,94,20850,76,64,0,2,4,1,s,pre,1
40,97,21642,81,64,0,2,4,1,s,pre,1
41,99,21752,77,64,0,2,4,1,s,pre,1
42,101,21964,76,64,0,2,4,1,s,pre,1
43,103,22303,74,64,0,2,4,1,s,pre,1
44,105,22550,76,64,0,2,4,1,s,pre,1
45,107,22826,79,64,0,2,4,1,s,pre,1
46,109,23019,74,64,0,2,4,1,s,pre,1
47,111,23314,71,64,0,2,4,1,s,pre,1
48,112,23323,72,64,0,2,4,1,s,pre,1
49,114,23567,72,64,0,2,4,1,s,pre,1
50,116,23876,74,64,0,2,4,1,s,pre,1
51,118,24131,74,64,0,2,4,1,s,pre,1
52,120,24835,76,64,0,2,4,1,s,pre,1
53,122,25484,65,64,0,2,4,1,s,pre,1
54,124,25753,65,64,0,2,4,1,s,pre,1
55,126,26346,64,64,0,2,4,1,s,pre,1
56,126,,64,,0,2,4,1,s,pre,1
57,128,27138,62,64,0,2,4,1,s,pre,1
58,130,27660,67,64,0,2,4,1,s,pre,1
59,132,27916,67,64,0,2,4,1,s,pre,1
60,134,28208,71,64,0,2,4,1,s,pre,1
61,136,28473,71,64,0,2,4,1,s,pre,1
62,138,28753,72,64,0,2,4,1,s,pre,1
63,140,29008,72,64,0,2,4,1,s,pre,1
64,142,29283,73,64,0,2,4,1,s,pre,1
65,144,29552,73,64,0,2,4,1,s,pre,1
66,147,30488,74,64,0,2,4,1,s,pre,1
67,149,30980,77,64,0,2,4,1,s,pre,1
68,151,31551,76,64,0,2,4,1,s,pre,1
69,153,32071,74,64,0,2,4,1,s,pre,1
70,155,32697,72,64,0,2,4,1,s,pre,1
71,156,33079,84,64,0,2,4,1,s,pre,1
72,158,34087,84,64,0,2,4,1,s,pre,1
1,19,9604,79,64,0,2,5,1,s,pre,1
2,21,9870,78,64,0,2,5,1,s,pre,1
3,23,10181,79,64,0,2,5,1,s,pre,1
4,25,10548,76,64,0,2,5,1,s,pre,1
5,26,10658,72,64,0,2,5,1,s,pre,1
6,28,11114,67,64,0,2,5,1,s,pre,1
7,30,11384,67,64,0,2,5,1,s,pre,1
8,30,,67,,0,2,5,1,s,pre,1
9,33,11984,79,64,0,2,5,1,s,pre,1
10,35,12256,78,64,0,2,5,1,s,pre,1
11,37,12600,79,64,0,2,5,1,s,pre,1
12,39,12887,76,64,0,2,5,1,s,pre,1
13,41,13168,72,64,0,2,5,1,s,pre,1
14,43,13435,76,64,0,2,5,1,s,pre,1
15,45,13666,79,64,0,2,5,1,s,pre,1
16,47,14008,84,64,0,2,5,1,s,pre,1
17,48,14221,83,64,0,2,5,1,s,pre,1
18,50,14598,81,64,0,2,5,1,s,pre,1
19,52,14864,81,64,0,2,5,1,s,pre,1
20,52,,81,,0,2,5,1,s,pre,1
21,55,15469,83,64,0,2,5,1,s,pre,1
22,57,15717,81,64,0,2,5,1,s,pre,1
23,59,16065,84,64,0,2,5,1,s,pre,1
24,61,16319,81,64,0,2,5,1,s,pre,1
25,63,16571,78,64,0,2,5,1,s,pre,1
26,64,16591,79,64,0,2,5,1,s,pre,1
27,66,16896,79,64,0,2,5,1,s,pre,1
28,68,18022,79,64,0,2,5,1,s,pre,1
29,70,19060,77,64,0,2,5,1,s,pre,1
30,72,19351,77,64,0,2,5,1,s,pre,1
31,74,19641,76,64,0,2,5,1,s,pre,1
32,76,19903,76,64,0,2,5,1,s,pre,1
33,78,20816,74,64,0,2,5,1,s,pre,1
34,81,22038,79,64,0,2,5,1,s,pre,1
35,82,22593,77,64,0,2,5,1,s,pre,1
36,84,22658,76,64,0,2,5,1,s,pre,1
37,86,22945,76,64,0,2,5,1,s,pre,1
38,88,23206,76,64,0,2,5,1,s,pre,1
39,90,23470,76,64,0,2,5,1,s,pre,1
40,93,24096,81,64,0,2,5,1,s,pre,1
41,95,24378,77,64,0,2,5,1,s,pre,1
42,97,24625,76,64,0,2,5,1,s,pre,1
43,99,24945,74,64,0,2,5,1,s,pre,1
44,101,25424,76,64,0,2,5,1,s,pre,1
45,103,25448,79,64,0,2,5,1,s,pre,1
46,105,25743,74,64,0,2,5,1,s,pre,1
47,107,26015,71,64,0,2,5,1,s,pre,1
48,108,26022,72,64,0,2,5,1,s,pre,1
49,110,26313,72,64,0,2,5,1,s,pre,1
50,112,26582,74,64,0,2,5,1,s,pre,1
51,114,26860,74,64,0,2,5,1,s,pre,1
52,116,27737,76,64,0,2,5,1,s,pre,1
53,118,28788,65,64,0,2,5,1,s,pre,1
54,120,29057,65,64,0,2,5,1,s,pre,1
55,122,29367,64,64,0,2,5,1,s,pre,1
56,124,29620,64,64,0,2,5,1,s,pre,1
57,126,30488,62,64,0,2,5,1,s,pre,1
58,128,31126,67,64,0,2,5,1,s,pre,1
59,130,31409,67,64,0,2,5,1,s,pre,1
60,132,31686,71,64,0,2,5,1,s,pre,1
61,134,31954,71,64,0,2,5,1,s,pre,1
62,136,32221,72,64,0,2,5,1,s,pre,1
63,138,32480,72,64,0,2,5,1,s,pre,1
64,140,32786,73,64,0,2,5,1,s,pre,1
65,142,33045,73,64,0,2,5,1,s,pre,1
66,145,33952,74,64,0,2,5,1,s,pre,1
67,147,34499,77,64,0,2,5,1,s,pre,1
68,149,35075,76,64,0,2,5,1,s,pre,1
69,151,35591,74,64,0,2,5,1,s,pre,1
70,153,36192,72,64,0,2,5,1,s,pre,1
71,154,36294,84,64,0,2,5,1,s,pre,1
72,156,37661,84,64,0,2,5,1,s,pre,1
1,19,8211,79,64,0,2,5,2,s,pre,1
2,21,8521,78,64,0,2,5,2,s,pre,1
3,23,8768,79,64,0,2,5,2,s,pre,1
4,25,9154,76,64,0,2,5,2,s,pre,1
5,27,9409,72,64,0,2,5,2,s,pre,1
6,28,9424,67,64,0,2,5,2,s,pre,1
7,30,9691,67,64,0,2,5,2,s,pre,1
8,30,,67,,0,2,5,2,s,pre,1
9,33,10541,79,64,0,2,5,2,s,pre,1
10,35,10869,78,64,0,2,5,2,s,pre,1
11,37,11204,79,64,0,2,5,2,s,pre,1
12,39,11442,76,64,0,2,5,2,s,pre,1
13,41,11755,72,64,0,2,5,2,s,pre,1
14,43,12029,76,64,0,2,5,2,s,pre,1
15,45,12261,79,64,0,2,5,2,s,pre,1
16,47,12613,84,64,0,2,5,2,s,pre,1
17,49,12820,83,64,0,2,5,2,s,pre,1
18,50,12851,81,64,0,2,5,2,s,pre,1
19,52,13135,81,64,0,2,5,2,s,pre,1
20,54,13424,81,64,0,2,5,2,s,pre,1
21,57,14004,83,64,0,2,5,2,s,pre,1
22,59,14249,81,64,0,2,5,2,s,pre,1
23,61,14574,84,64,0,2,5,2,s,pre,1
24,63,14877,81,64,0,2,5,2,s,pre,1
25,64,15113,78,64,0,2,5,2,s,pre,1
26,66,15438,79,64,0,2,5,2,s,pre,1
27,68,16700,79,64,0,2,5,2,s,pre,1
28,68,,79,,0,2,5,2,s,pre,1
29,70,17190,77,64,0,2,5,2,s,pre,1
30,72,17449,77,64,0,2,5,2,s,pre,1
31,74,17733,76,64,0,2,5,2,s,pre,1
32,76,18000,76,64,0,2,5,2,s,pre,1
33,78,18931,74,64,0,2,5,2,s,pre,1
34,81,20111,79,64,0,2,5,2,s,pre,1
35,83,20661,77,64,0,2,5,2,s,pre,1
36,84,20699,76,64,0,2,5,2,s,pre,1
37,86,20947,76,64,0,2,5,2,s,pre,1
38,88,21210,76,64,0,2,5,2,s,pre,1
39,90,21481,76,64,0,2,5,2,s,pre,1
40,93,22112,81,64,0,2,5,2,s,pre,1
